frequencia,palabra,uso,definición,ejemplo
438,común,adj,common,el talento no es una cosa muy común
439,abierto,adj,"open, unlocked",dormía con un ojo abierto
440,próximo,adj,next,pasará el próximo semestre enseñandoliteratura
441,atención,nf,attention,llaman mucho la atención y causan un granimpacto
442,joven,adj,young,¿qué novedad le puede aportar una cantantejoven como usted?
443,subir,v,to go up,el sistema de subir y bajar verticalmente
444,esfuerzo,nm,"effort, endeavor",no ha sido vano su esfuerzo
445,pasado,adj,"past, last","las cosechas serían buenas, pero no tantocomo el año pasado"
446,evitar,v,"to avoid, prevent",actuó rápido para evitar su segura humillación
447,resto,nm,"rest, remainder, leftover","en el Perú y Japón sí, pero no en el resto delmundo"
448,interesar,v,to interest,no le interesa conocer el mundo
449,zona,nf,"area, zone",conquistó la zona alemana de Samoa enagosto de 1914
450,miedo,nm,fear,yo no tengo miedo de morir
451,fuera,adv,"out, outside, away",hace como diez años que está fuera delParaguay
452,proceso,nm,"process, procedure",el proceso de gestación de la criatura no fuenormal
453,vivo,adj,"alive, bright",el país está musicalmente vivo y palpitante
454,cerrar,v,to close,lo mejor era cerrar los ojos y dormir
455,echar,v,"to throw, cast",me echó de la casa y me fui
456,responder,v,"to answer, respond",el Gobierno respondió por escrito a estediputado
457,sufrir,v,"to suffer, undergo",sufrió la eterna tragedia del grande
458,completo,adj,complete,tienes mi apoyo completo
459,minuto,nm,minute,antes del partido se va a guardar un minuto de silencio
460,contrario,adj,"contrary, opposite","al principio nadie se alarmó; al contrario, se alegraron"
461,mesa,nf,"table, board",la mesa estaba puesta para la cena
462,real,adj,"royal, real, authentic",fuimos a la biblioteca del palacio real deMadrid
463,ocasión,nf,"opportunity, occasion",no se puede perder esta ocasión porque es laúltima
464,importar,v,"to matter, import",no le importa nada de nada
465,público,adj,public,el 4 de marzo da su último concierto público
466,obtener,v,to obtain,se hace la guerra para obtener la paz
467,programa,nm,"program, plan",van a aprender mucho de este programaescolar
468,favor,nm,"favor, benefit",están a favor de los serbios
469,lejos,adv,"far (away, off)",ese sitio estaba lejos del pueblo
470,siete,num,seven,aprobó el cursillo "Cómo ser feliz en sietedías"
471,enorme,adj,"enormous, vast",hay una enorme cantidad de cuadros muysignificativos
472,respuesta,nf,"answer, reply",la única respuesta fue el silencio
473,línea,nf,"line, course",la línea del horizonte que separa el cielo delmar
474,espacio,nm,"space, room",ya no quedaba espacio para nadie alrededordel tranvía
475,nivel,nm,level,el nivel del mar empezaba a aumentar
476,gobierno,nm,government,el feudalismo fue la forma de gobierno
477,cabo,nm,"end, bit; llevar a cabo: to carry out",llevó a cabo un importante trabajo científico
478,observar,v,to observe,en los que se pueden observar bajomicroscopio
479,indicar,v,to indicate,el Conductor le indica el lugar que debeocupar
480,alguien,pron,"somebody, someone, anyone",alguien vino a preguntar por usted
481,pregunta,nf,question,cada pregunta abría un mar de respuestas
482,claro,adv,"of course, clearly",¡Claro! Así está mucho mejor
483,atrás,adv,"back, behind, ago",se olvidaba de mirar hacia atrás o hacia loslados
484,imagen,nf,"image, picture",es un intento evidente de dañar mi imagenpública
485,carrera,nf,"career, course, race",su carrera como «jazzman» profesionalempezó en Cannes
486,imaginar,v,to imagine,me imagino que Uds. tienen la mismasituación
487,soler,v,to be accustomed to,en las noches cálidas la familia suele reunirseen el patio
488,ambos,adj,both,se extendían a ambos lados de la carretera
489,profundo,adj,"deep, profound",el mejor y más profundo conocimiento delpoeta
490,detener,v,"to stop, detain",su pupila se detenía sobre el papel
491,desarrollar,v,to develop,tratando de desarrollar un . . . nuevo sistemaelectrónico
492,ocho,num,eight,"entre las siete y media, ocho de la mañana"
493,señalar,v,"to point (out), signal",nos hizo señas y señaló hacia adelante
494,elegir,v,"to choose, elect",los caminos son muchos y hay que elegir elmejor
495,figura,nf,figure,descubrió en el ruidoso grupo la figura de supadre
496,principal,adj,"main, principal",¿cuál es el problema principal?
497,animal,nm,animal,"¿es hombre, animal o cosa?"
498,base,nf,"base, basis",la mitología griega es la base de la literatura
499,preparar,v,to prepare,todos los ingredientes para preparar un platonotable
500,proponer,v,to propose,le voy a proponer que nos casemos
501,demostrar,v,"to show, demonstrate","todos me escuchaban inmóviles, sindemostrar la menor sorpresa"
502,significar,v,to mean,la paloma azul debía significar la libertad
503,posición,nf,position,#NAME?
504,motivo,nm,"motive, cause",revelan el motivo de la construcción de laspirámides
505,prueba,nf,"proof, trial, test",fue prueba de fidelidad y confianza conyugal
506,política,nf,"politics, policy",se lanzan a un frenético debate sobre política 
507,nacional,adj,national,le dieron el premio nacional de poesía
508,lleno,adj,"full, filled",joven y lleno de esperanzas por una vidamejor
509,reunir,v,"to gather, meet, collect",le permitieron reunir una fortuna deproporciones grotescas
510,faltar,v,to be lacking,me falta una persona a quien comunicar misimpresiones
511,supuesto,adj,supposed; por supuesto: ofcourse,"no entendí, por supuesto, nada, ni unapalabra"
512,acompañar,v,to accompany,deberá acompañar a la novia a la iglesia
513,dato,nm,"data, fact",tenemos grandes bases de datos desecuencias de proteínas
514,fácil,adj,easy,no es fácil explicar con precisión lo quesucedió
515,desear,v,"to want, desire, wish for",dijo que deseaba venir a México
516,adelante,adv,"forward, further",el gobierno sigue adelante con el proyecto
517,empresa,nf,"firm, company, venture",operaba con una empresa constructora del Reino Unido
518,asunto,nm,"matter, issue, affair",se ha creado una gran polémica sobre elasunto
519,presencia,nf,"presence, appearance",un ruido que advirtió a los ladrones de supresencia en la casa
520,suyo,pron,"his, hers, yours (- fam), theirs","señor, lo que es mío, es suyo "
521,cultura,nf,culture,fue una primitiva cultura indoeuropea
522,serie,nf,series,en la combustión intervienen una serie defactores
523,millón,num,"million, fortune ",le ha proporcionado un cheque de un millónde pesetas
524,enseñar,v,"to teach, show",¿qué objeto tiene enseñar química enSecundaria?
525,construir,v,"to construct, build",la robótica tiende a construir modelosdiminutos
526,vender,v,to sell,tuvieron que vender el maíz para comprar el lienzo
527,representar,v,to represent,representa uno de los aspectos másdesconocidos
528,desaparecer,v,"to disappear, vanish",se hizo desaparecer en la oscuridad
529,mandar,v,"to send, order",la primera carta que Rita nos mandó deFrancia
530,carácter,nm,"personality, nature","es un hombre de carácter apacible, reflexivo yafectuoso"
531,mayoría,nf,majority,la mayoría de los cánceres humanos no tienenun origen vírico
532,escuela,nf,school,dicta clases en la Escuela de Medicina de esaUniversidad
533,rojo,adj,red,"su boca, muy roja, apenas se movió"
534,tras,prep,"after, behind",A. había retornado a su tierra tras años delucha
535,superior,adj,"superior, upper",una cantidad de dinero superior a su sueldoanual
536,andar,v,"to walk, function",casi nadie andaba por las calles
537,corto,adj,"short, brief","su único día libre, era el día más corto de lasemana"
538,autor,nm/f,"writer, author","cuando un autor escribe un mal libro, secierra o se tira a la papelera"
539,hermano,nm,"brother, [pl] siblings","éramos tres hermanos, dos hermanosmayores y yo"
540,conocido,adj,"known, well-known",Velázquez fue también un pintor muyconocido en Sevilla
541,preferir,v,to prefer,en realidad prefiero una buena hamburguesacon una coca cola
542,asegurar,v,"to assure, secure, insure",podía asegurar que él sería la próxima víctima
543,función,nf,"function, meeting",¿qué función tienen las Academias en estesentido?
544,arriba,adv,"up, above",desde arriba yo veía a mis dos hijas
545,serio,adj,serious,esa muchacha tiene un problema serio 
546,causa,nf,cause,la barrera puede romperse a intervalos porcausa de las mareas
547,suficiente,adj,"sufficient, enough",no tuvo el tiempo suficiente para ejecutar sus proyectos
548,grave,adj,"serious, solemn",hay momentos de crisis grave en el mundo
549,decisión,nf,decision,es difícil tomar una decisión como ésta
550,música,nf,music,la gente se detenía siempre a escuchar lamúsica que tocaban
551,extraño,adj,"strange, foreign",tenían un extraño color de azúcar quemada
552,crecer,v,"to grow, increase",nació y creció el muchacho en La Huerta
553,surgir,v,"to appear, spring (forth)",veía surgir la sombra terrible
554,tú,pron,you (subj-sg/+fam),¡qué clase de hombre eres tú!
555,expresión,nf,expression,Johnny cambió su sonrisa por una expresiónconcentrada
556,alrededor,adv,"about, around, round",entraron alrededor de las ocho de la mañana
557,matar,v,to kill,el gato sirve para matar a los ratones
558,entregar,v,to deliver,entregó el paquete a las criaturas
559,río,nm,river,recorriendo el río Amazonas y atravesando los Andes
560,seguridad,nf,"security, safety",unas dudas sobre la calidad y seguridad de los medicamentos
561,término,nm,"term (language), end",se centra en el significado literal del términodescrito
562,colocar,v,"to place, position",vuelve a colocar las rosas dentro del jarrón
563,metro,nm,"meter, subway",produce kilogramos de vegetales por metrocuadrado
564,médico,nm/f,doctor,el médico le toma la muestra al paciente
565,establecer,v,to establish,de ser posible establecer ese tipo de contactopersonal
566,guardar,v,"to keep, save",lo voy a guardar debajo de mi colchón
567,arte,nm,"art, skill",la creación de un museo de arte moderno ycontemporáneo
568,iniciar,v,"to initiate, start",el curso se inició en enero
569,bajar,v,"to come down, let down",el Dow Jones de Wall Street bajó 52 puntos enun día
570,consecuencia,nf,consequence,la obstrucción se produce como consecuenciade la aparición de grasas
571,notar,v,to notice,volví a notar esos extraños ruidos en elcallejón
572,acto,nm,"act, action","ser culto es, para mí, un acto voluntario"
573,meter,v,to put (into),"lo desnudó, lo metió en la cama"
574,absoluto,adj,absolute,mantiene el control absoluto de los oyentes
575,pena,nf,trouble; valer la pena: be of worth,ésa es una cosa que sí vale la pena recordarla
576,actuar,v,to act,esa manera de actuar es producto de ladesesperación
577,segundo,nm,second,"ahí, ahí sí, espérame un segundo "
578,altura,nf,"height, altitude",a siete mil metros de altura hay que usaroxígeno
579,deseo,nm,"desire, wish",tienen gran entusiasmo y deseo de participaractivamente
580,precisamente,adv,precisely,el problema no era precisamente el cuidadode la rosa
581,joven,nc,"teenager, young person",está dirigido a los jóvenes entre 16 y 20 años
582,veinte,num,twenty,mide tres metros veinte centímetros
583,sueño,nm,"dream, sleep",tenía sueño de ser estrella de cine
584,pretender,v,to attempt,no sale siempre lo que uno pretende 
585,tarea,nf,"task, job",les ayuda a hacer una tarea dentro del hogar
586,carta,nf,"letter, (playing) card",comienza a escribir de nuevo y a leer la carta 
587,apenas,adv,"hardly, barely",apenas quedaban menos de 75.000 soldados
588,propiedad,nf,property,cedería la propiedad a un grupo de entidadesfinancieras
589,producto,nm,product,"el arte es, en parte muy grande, producto desu época"
590,personal,adj,personal,según mi propia experiencia personal comotal
591,simplemente,adv,"simply, just",me visitan simplemente por ser familia
592,imposible,adj,impossible,estaba muy oscuro y era imposible verla
593,gusto,nm,"pleasure, taste, preference",mi personal gusto artístico no es nadaconservador
594,ayuda,nf,"help, aid",para que las personas afectadas puedan recibirla ayuda que necesitan
595,acordar,v,"to remember, remind",hoy ya nadie se acuerda de los antiguossoldados
596,lengua,nf,"language, tongue, strip (of land)",Góngora es uno de los máximos poetas de lalengua castellana
597,cortar,v,to cut,salió al jardín y cortó el tallo más largo de surosal
598,plan,nm,plan,nos explicó que tenía preparado un planinfalible
599,corresponder,v,to correspond with,introduce un número que corresponde a sutarjeta
600,vuelta,nf,"return, turn",¿y el viaje de ida y vuelta en barco?
601,romper,v,to break,no quería romper la unidad de la familia
602,siquiera,adv,even (if),ni siquiera ha preguntado mi nombre
603,adquirir,v,"to acquire, get",por unas cuantas pesetas es posible adquirirun par de tarjetas
604,proyecto,nm,"project, plan",esta última fase del proyecto no llegó a serrealizada
605,memoria,nf,memory,"habla pausadamente, buscando en lamemoria la palabra exacta"
606,origen,nm,"origin, cause",las mesas redondas de origen griego surgieronen el período helenístico
607,elemento,nm,element,era un elemento esencial en la estilística culta
608,inglés,adj,English,y no tardó en dominar la lengua inglesa 
609,mercado,nm,market,se fue al mercado a comprar verduras
